@relation lbpFeatur_file
@attribute bin0 real
@attribute bin1 real
@attribute bin2 real
@attribute bin3 real
@attribute bin4 real
@attribute bin5 real
@attribute bin6 real
@attribute bin7 real
@attribute bin8 real
@attribute bin9 real
@attribute bin10 real
@attribute bin11 real
@attribute bin12 real
@attribute bin13 real
@attribute bin14 real
@attribute bin15 real
@attribute bin16 real
@attribute bin17 real
@attribute bin18 real
@attribute bin19 real
@attribute bin20 real
@attribute bin21 real
@attribute bin22 real
@attribute bin23 real
@attribute bin24 real
@attribute bin25 real
@attribute bin26 real
@attribute bin27 real
@attribute bin28 real
@attribute bin29 real
@attribute bin30 real
@attribute bin31 real
@attribute bin32 real
@attribute bin33 real
@attribute bin34 real
@attribute bin35 real
@attribute bin36 real
@attribute bin37 real
@attribute bin38 real
@attribute bin39 real
@attribute bin40 real
@attribute bin41 real
@attribute bin42 real
@attribute bin43 real
@attribute bin44 real
@attribute bin45 real
@attribute bin46 real
@attribute bin47 real
@attribute bin48 real
@attribute bin49 real
@attribute bin50 real
@attribute bin51 real
@attribute bin52 real
@attribute bin53 real
@attribute bin54 real
@attribute bin55 real
@attribute bin56 real
@attribute bin57 real
@attribute bin58 real
@attribute group {0,1}
@data
6.833385e-02, 1.506721e-02, 5.345420e-03, 8.846515e-03, 1.450453e-02, 6.642701e-03, 1.322288e-02, 4.532666e-03, 5.876837e-03, 2.782119e-03, 6.611441e-03, 1.414505e-02, 6.267584e-03, 9.080963e-03, 5.064083e-03, 7.361676e-03, 7.424195e-03, 8.158800e-03, 7.596124e-03, 1.380119e-02, 6.455142e-03, 7.658643e-03, 1.700531e-02, 6.939669e-03, 8.408878e-03, 1.145671e-02, 1.502032e-02, 7.674273e-03, 1.109722e-02, 5.970616e-03, 9.237262e-03, 1.144108e-02, 3.261957e-02, 9.862457e-03, 9.143482e-03, 1.159737e-02, 7.158487e-03, 1.300406e-02, 2.686777e-02, 2.317912e-02, 1.137856e-02, 1.394186e-02, 5.626758e-03, 9.190372e-03, 1.020631e-02, 1.148796e-02, 1.203501e-02, 7.643013e-03, 1.039387e-02, 9.018443e-03, 1.456705e-02, 6.080025e-03, 8.705846e-03, 1.337918e-02, 8.971554e-03, 1.473898e-02, 1.142545e-02, 1.174430e-01, 2.213035e-01, 0
5.031328e-02, 1.281463e-02, 3.753916e-03, 8.885168e-03, 1.266609e-02, 7.035217e-03, 1.431349e-02, 3.470347e-03, 6.481582e-03, 3.780923e-03, 8.007454e-03, 1.134277e-02, 8.074970e-03, 1.354380e-02, 6.913687e-03, 1.193691e-02, 3.861942e-03, 9.263260e-03, 9.884412e-03, 1.733823e-02, 9.006698e-03, 1.087015e-02, 1.294966e-02, 6.954197e-03, 1.587987e-02, 1.768932e-02, 2.433294e-02, 1.234201e-02, 1.347629e-02, 3.888949e-03, 9.128227e-03, 1.347629e-02, 2.615588e-02, 9.398293e-03, 1.107270e-02, 9.195744e-03, 6.792157e-03, 1.648752e-02, 3.606730e-02, 3.535163e-02, 1.307119e-02, 1.428649e-02, 3.416334e-03, 9.587339e-03, 1.100519e-02, 1.448904e-02, 8.520579e-03, 1.015448e-02, 1.154532e-02, 1.097818e-02, 1.562331e-02, 1.042454e-02, 1.095117e-02, 9.357783e-03, 1.336826e-02, 1.513719e-02, 9.263260e-03, 9.872259e-02, 1.858999e-01, 1
4.636587e-02, 1.197726e-02, 2.765808e-03, 7.003549e-03, 1.454127e-02, 5.745284e-03, 1.503983e-02, 2.777679e-03, 5.840248e-03, 2.504659e-03, 5.721544e-03, 1.128877e-02, 6.053915e-03, 1.209596e-02, 5.365431e-03, 1.171611e-02, 2.908254e-03, 6.718659e-03, 8.178721e-03, 1.676104e-02, 6.315065e-03, 1.022043e-02, 1.462436e-02, 5.875859e-03, 1.296250e-02, 1.666607e-02, 2.185345e-02, 1.003051e-02, 1.572831e-02, 2.813290e-03, 7.027290e-03, 1.114633e-02, 2.997282e-02, 8.416130e-03, 1.108697e-02, 1.004238e-02, 5.222986e-03, 1.810239e-02, 3.771233e-02, 4.218748e-02, 1.238085e-02, 1.759197e-02, 2.742068e-03, 9.021521e-03, 1.049345e-02, 1.423264e-02, 7.442755e-03, 6.243842e-03, 1.171611e-02, 1.190603e-02, 1.811426e-02, 7.513977e-03, 9.983025e-03, 1.030353e-02, 1.063590e-02, 1.506357e-02, 8.024406e-03, 1.243783e-01, 1.928350e-01, 0
3.608474e-02, 1.190206e-02, 2.044247e-03, 7.525856e-03, 1.232605e-02, 4.618483e-03, 1.585427e-02, 2.528809e-03, 4.255061e-03, 1.907963e-03, 6.284165e-03, 1.069065e-02, 6.375021e-03, 1.294690e-02, 5.133330e-03, 1.220491e-02, 2.952801e-03, 6.814155e-03, 8.555551e-03, 2.456124e-02, 7.132149e-03, 9.691243e-03, 1.270461e-02, 5.239328e-03, 1.382516e-02, 2.285013e-02, 2.695377e-02, 1.088751e-02, 1.497600e-02, 2.286528e-03, 7.480428e-03, 1.420373e-02, 4.668453e-02, 9.040113e-03, 1.131150e-02, 8.192129e-03, 4.997047e-03, 1.574827e-02, 3.320765e-02, 4.615455e-02, 1.515771e-02, 1.950363e-02, 3.709929e-03, 8.979542e-03, 9.630673e-03, 1.459743e-02, 8.555551e-03, 1.010009e-02, 1.421887e-02, 1.055437e-02, 1.758052e-02, 8.464695e-03, 1.105407e-02, 8.767546e-03, 1.184149e-02, 1.529399e-02, 7.737852e-03, 1.152047e-01, 1.699147e-01, 0
5.422664e-02, 1.072813e-02, 3.921628e-03, 8.008534e-03, 1.547615e-02, 6.566097e-03, 1.200529e-02, 3.711272e-03, 7.587823e-03, 3.591069e-03, 5.664573e-03, 1.311717e-02, 8.489347e-03, 1.487514e-02, 9.015236e-03, 1.053280e-02, 5.153710e-03, 9.000210e-03, 1.074316e-02, 1.489016e-02, 8.744779e-03, 1.206539e-02, 1.588184e-02, 7.693001e-03, 1.331250e-02, 2.157646e-02, 2.635454e-02, 1.341768e-02, 1.619737e-02, 2.509241e-03, 6.475944e-03, 1.099859e-02, 2.560327e-02, 6.445894e-03, 1.041260e-02, 1.266641e-02, 5.454218e-03, 1.307209e-02, 3.192896e-02, 2.405565e-02, 1.083331e-02, 1.534093e-02, 3.125282e-03, 7.362443e-03, 8.429245e-03, 1.065300e-02, 8.263966e-03, 5.739700e-03, 9.300718e-03, 9.435947e-03, 1.269646e-02, 7.527722e-03, 1.003696e-02, 1.084833e-02, 1.211047e-02, 1.621240e-02, 9.721429e-03, 1.152598e-01, 2.049313e-01, 0
5.037821e-02, 1.082934e-02, 4.163039e-03, 7.958751e-03, 1.282923e-02, 5.972464e-03, 1.443459e-02, 3.224314e-03, 5.441881e-03, 4.163039e-03, 9.047127e-03, 1.259795e-02, 7.482586e-03, 1.583587e-02, 1.205377e-02, 1.586308e-02, 6.489443e-03, 1.084295e-02, 1.088376e-02, 2.047508e-02, 1.163202e-02, 9.740966e-03, 1.216260e-02, 6.312582e-03, 1.213539e-02, 1.680181e-02, 2.174031e-02, 1.171365e-02, 1.246191e-02, 3.605246e-03, 6.611885e-03, 1.287005e-02, 3.142686e-02, 1.027155e-02, 1.020353e-02, 9.060731e-03, 6.244558e-03, 1.497878e-02, 4.097736e-02, 3.194384e-02, 1.193132e-02, 1.556378e-02, 4.870483e-03, 1.220342e-02, 1.182249e-02, 1.144155e-02, 8.951894e-03, 9.047127e-03, 1.334621e-02, 9.740966e-03, 1.315575e-02, 7.822704e-03, 1.067969e-02, 8.788637e-03, 1.210818e-02, 1.606715e-02, 1.039399e-02, 1.018176e-01, 1.763850e-01, 0
3.909448e-02, 1.201769e-02, 2.400250e-03, 7.019909e-03, 1.313561e-02, 4.373058e-03, 1.504266e-02, 2.022128e-03, 3.863416e-03, 1.364526e-03, 5.260822e-03, 1.132721e-02, 5.951305e-03, 1.251089e-02, 5.836224e-03, 1.104773e-02, 2.745491e-03, 5.589623e-03, 6.658227e-03, 1.657159e-02, 6.165025e-03, 8.976277e-03, 1.428642e-02, 5.096421e-03, 1.374390e-02, 1.494402e-02, 2.569583e-02, 1.108061e-02, 1.479606e-02, 2.235849e-03, 7.217190e-03, 1.318493e-02, 3.929176e-02, 8.384435e-03, 1.011064e-02, 9.124238e-03, 5.227942e-03, 1.594687e-02, 3.651339e-02, 4.772552e-02, 1.484538e-02, 1.864304e-02, 3.205813e-03, 9.321518e-03, 8.598155e-03, 1.512486e-02, 8.828316e-03, 1.104773e-02, 1.547010e-02, 1.073536e-02, 1.775527e-02, 7.151429e-03, 1.017640e-02, 9.929801e-03, 1.002844e-02, 1.491114e-02, 7.496671e-03, 1.288244e-01, 1.843260e-01, 0
4.030087e-02, 8.319444e-03, 2.051370e-03, 5.826460e-03, 1.213727e-02, 4.473126e-03, 1.286380e-02, 3.176774e-03, 4.815021e-03, 1.980142e-03, 5.213898e-03, 1.051327e-02, 6.738180e-03, 1.270710e-02, 5.042951e-03, 1.075545e-02, 3.732353e-03, 8.276707e-03, 1.227973e-02, 2.186703e-02, 7.137057e-03, 9.273901e-03, 1.646794e-02, 6.980355e-03, 1.695229e-02, 2.681026e-02, 3.810704e-02, 1.240794e-02, 1.507187e-02, 3.191020e-03, 5.826460e-03, 1.200906e-02, 3.728080e-02, 8.476146e-03, 8.689830e-03, 9.687024e-03, 6.097127e-03, 1.619727e-02, 3.759420e-02, 4.292206e-02, 1.129678e-02, 1.381825e-02, 3.803581e-03, 7.478952e-03, 1.045629e-02, 1.149622e-02, 6.239583e-03, 8.903514e-03, 1.246492e-02, 1.038506e-02, 1.498640e-02, 1.021411e-02, 1.229397e-02, 1.089790e-02, 1.451629e-02, 1.753636e-02, 7.592917e-03, 1.114720e-01, 1.738963e-01, 1
5.868847e-02, 1.393011e-02, 6.258050e-03, 9.282074e-03, 1.239010e-02, 8.890071e-03, 1.264210e-02, 4.116033e-03, 7.140057e-03, 6.916055e-03, 9.702078e-03, 1.285210e-02, 7.994064e-03, 1.283810e-02, 1.379011e-02, 1.379011e-02, 4.984040e-03, 8.162065e-03, 6.622053e-03, 1.216610e-02, 8.484068e-03, 9.058072e-03, 1.316011e-02, 8.428067e-03, 1.073809e-02, 9.730078e-03, 1.275410e-02, 9.926079e-03, 1.003808e-02, 4.998040e-03, 9.828079e-03, 1.248810e-02, 2.542420e-02, 8.820071e-03, 1.072409e-02, 1.023408e-02, 9.212074e-03, 1.915215e-02, 2.871423e-02, 2.338019e-02, 1.241810e-02, 1.482612e-02, 9.058072e-03, 2.139217e-02, 1.507812e-02, 1.306210e-02, 1.099009e-02, 1.254410e-02, 1.801814e-02, 1.192810e-02, 1.188610e-02, 6.580053e-03, 1.059808e-02, 1.069609e-02, 9.128073e-03, 1.342611e-02, 9.660077e-03, 9.623677e-02, 1.940276e-01, 1
3.452448e-02, 1.140732e-02, 3.050356e-03, 8.609063e-03, 1.046197e-02, 6.604903e-03, 1.862986e-02, 1.663831e-03, 5.672150e-03, 5.369635e-03, 1.244092e-02, 8.356967e-03, 4.399067e-03, 1.332325e-02, 1.381484e-02, 2.103737e-02, 1.978950e-03, 4.701582e-03, 5.344426e-03, 1.126867e-02, 8.155291e-03, 9.970379e-03, 1.289469e-02, 6.327598e-03, 1.416777e-02, 1.396609e-02, 1.734417e-02, 8.495620e-03, 1.077708e-02, 2.231046e-03, 8.167896e-03, 1.265520e-02, 3.574715e-02, 1.158379e-02, 1.261738e-02, 7.449423e-03, 9.050230e-03, 2.665910e-02, 4.600744e-02, 4.421756e-02, 1.493666e-02, 1.651226e-02, 7.777148e-03, 2.149115e-02, 1.709208e-02, 1.670133e-02, 7.966219e-03, 1.429382e-02, 2.760446e-02, 1.779795e-02, 1.827693e-02, 8.218315e-03, 1.212580e-02, 9.604840e-03, 9.251906e-03, 1.257957e-02, 5.167959e-03, 8.891410e-02, 1.525430e-01, 1
5.481348e-02, 1.155359e-02, 5.007075e-03, 7.868261e-03, 1.251769e-02, 7.075215e-03, 1.023185e-02, 3.483183e-03, 6.499868e-03, 6.406568e-03, 8.552458e-03, 1.119594e-02, 7.557263e-03, 1.565877e-02, 1.401048e-02, 1.273539e-02, 5.629072e-03, 7.790511e-03, 9.858651e-03, 1.808456e-02, 1.024740e-02, 1.037180e-02, 1.477243e-02, 8.132610e-03, 1.264209e-02, 1.603197e-02, 1.995055e-02, 1.119594e-02, 1.085385e-02, 4.711627e-03, 9.905301e-03, 1.416598e-02, 2.270289e-02, 7.028565e-03, 9.827551e-03, 1.018520e-02, 9.532103e-03, 1.778911e-02, 3.088215e-02, 2.833196e-02, 1.068280e-02, 1.285979e-02, 7.712762e-03, 1.590757e-02, 1.331073e-02, 1.271984e-02, 8.723507e-03, 1.102490e-02, 1.573652e-02, 1.200454e-02, 1.354398e-02, 9.205554e-03, 1.138254e-02, 1.254879e-02, 1.132034e-02, 1.455473e-02, 9.190005e-03, 9.303519e-02, 1.887450e-01, 1
6.006882e-02, 1.073954e-02, 6.102315e-03, 7.997527e-03, 1.525579e-02, 8.414205e-03, 1.060512e-02, 4.449044e-03, 9.946504e-03, 6.223286e-03, 7.553967e-03, 9.959945e-03, 9.086266e-03, 1.858921e-02, 1.552461e-02, 1.313207e-02, 6.236727e-03, 8.669588e-03, 1.172075e-02, 2.193607e-02, 1.376381e-02, 1.212398e-02, 1.427458e-02, 8.172263e-03, 8.978736e-03, 1.155945e-02, 1.879083e-02, 1.096804e-02, 1.111589e-02, 4.018925e-03, 8.615823e-03, 1.224495e-02, 1.866986e-02, 7.352348e-03, 9.785209e-03, 1.224495e-02, 8.871206e-03, 2.121025e-02, 3.362994e-02, 2.139842e-02, 1.107557e-02, 1.375037e-02, 6.371139e-03, 2.236619e-02, 1.698970e-02, 1.200301e-02, 7.795908e-03, 7.715261e-03, 1.301110e-02, 1.173419e-02, 1.059168e-02, 6.182962e-03, 9.623915e-03, 1.155945e-02, 8.884647e-03, 1.250034e-02, 7.285142e-03, 9.082233e-02, 1.897363e-01, 1
4.247641e-02, 1.287123e-02, 3.942901e-03, 1.058569e-02, 1.261728e-02, 7.444733e-03, 1.952739e-02, 2.191986e-03, 6.014595e-03, 4.624556e-03, 1.026491e-02, 7.992729e-03, 5.306210e-03, 1.077281e-02, 8.580823e-03, 1.563795e-02, 2.780080e-03, 6.134887e-03, 6.108156e-03, 1.009115e-02, 6.936833e-03, 9.489695e-03, 1.312518e-02, 5.961132e-03, 1.324548e-02, 1.498303e-02, 1.722847e-02, 8.580823e-03, 9.609987e-03, 3.662220e-03, 9.850571e-03, 1.702799e-02, 4.422732e-02, 1.234997e-02, 1.367318e-02, 8.594189e-03, 8.260044e-03, 2.352375e-02, 5.042904e-02, 4.641931e-02, 1.708145e-02, 1.539736e-02, 5.092357e-03, 1.289797e-02, 1.447513e-02, 1.843139e-02, 8.848138e-03, 1.097330e-02, 1.494293e-02, 1.426127e-02, 1.664038e-02, 8.326873e-03, 1.081291e-02, 9.984228e-03, 9.583255e-03, 1.083964e-02, 5.800743e-03, 8.669037e-02, 1.657756e-01, 1
6.364013e-02, 1.028511e-02, 5.118638e-03, 8.020793e-03, 1.436727e-02, 6.984309e-03, 1.140133e-02, 4.209721e-03, 6.761066e-03, 4.002424e-03, 7.079985e-03, 1.286835e-02, 8.626738e-03, 1.325105e-02, 7.654038e-03, 8.148361e-03, 6.920526e-03, 1.060403e-02, 1.620105e-02, 2.399860e-02, 9.232683e-03, 9.312412e-03, 1.656780e-02, 9.105115e-03, 1.246970e-02, 2.053833e-02, 2.796913e-02, 1.105052e-02, 1.093890e-02, 3.779181e-03, 7.127822e-03, 1.254943e-02, 3.071183e-02, 8.020793e-03, 8.547009e-03, 1.278862e-02, 6.888634e-03, 1.344240e-02, 3.484182e-02, 2.447697e-02, 1.023728e-02, 1.128971e-02, 4.656206e-03, 8.786197e-03, 9.328358e-03, 9.344304e-03, 8.036739e-03, 7.032147e-03, 9.408088e-03, 1.054025e-02, 1.039673e-02, 8.259982e-03, 1.063592e-02, 1.363375e-02, 1.242187e-02, 1.455862e-02, 9.232683e-03, 9.280520e-02, 1.988934e-01, 1
6.942310e-02, 1.289500e-02, 4.666942e-03, 8.021892e-03, 1.420699e-02, 6.878585e-03, 9.165198e-03, 5.622821e-03, 6.803614e-03, 3.486149e-03, 4.629456e-03, 1.375717e-02, 8.134348e-03, 1.246392e-02, 7.365896e-03, 7.853207e-03, 6.691157e-03, 8.752858e-03, 1.090827e-02, 1.765566e-02, 8.452974e-03, 9.596281e-03, 1.654984e-02, 8.846572e-03, 1.073959e-02, 1.293249e-02, 1.898639e-02, 1.064587e-02, 1.195787e-02, 5.397908e-03, 8.771601e-03, 1.340106e-02, 2.462796e-02, 6.260074e-03, 8.696630e-03, 1.298872e-02, 7.309668e-03, 1.255763e-02, 2.580875e-02, 2.376579e-02, 1.027102e-02, 1.308243e-02, 5.116767e-03, 9.615024e-03, 9.596281e-03, 1.126439e-02, 9.858680e-03, 7.084755e-03, 1.049593e-02, 1.023353e-02, 1.330734e-02, 7.159726e-03, 9.333883e-03, 1.448814e-02, 1.075833e-02, 1.407580e-02, 9.727481e-03, 1.058590e-01, 2.209956e-01, 1
7.175954e-02, 1.032435e-02, 5.849293e-03, 8.122060e-03, 1.583890e-02, 6.747829e-03, 7.699220e-03, 4.492680e-03, 6.448317e-03, 3.629380e-03, 3.453197e-03, 1.286140e-02, 7.681601e-03, 1.094100e-02, 6.254515e-03, 5.955003e-03, 8.421572e-03, 9.725330e-03, 1.055339e-02, 1.340757e-02, 8.192533e-03, 8.826794e-03, 1.872831e-02, 9.496291e-03, 9.126306e-03, 1.083529e-02, 1.531035e-02, 9.866277e-03, 1.053577e-02, 5.038848e-03, 8.333480e-03, 1.314329e-02, 2.554661e-02, 4.616008e-03, 8.474427e-03, 1.349566e-02, 8.174915e-03, 1.673743e-02, 4.207262e-02, 2.311528e-02, 8.685847e-03, 1.215666e-02, 4.527916e-03, 1.183953e-02, 1.377755e-02, 1.129336e-02, 9.425818e-03, 5.373597e-03, 9.725330e-03, 1.169859e-02, 1.168097e-02, 6.113568e-03, 1.090576e-02, 1.425325e-02, 1.138145e-02, 1.439419e-02, 1.020103e-02, 1.044592e-01, 2.182738e-01, 1
3.978277e-02, 1.073149e-02, 2.529433e-03, 7.346514e-03, 1.335392e-02, 5.765618e-03, 1.638552e-02, 2.362044e-03, 5.468038e-03, 2.994402e-03, 7.086131e-03, 9.299384e-03, 5.747020e-03, 1.502781e-02, 9.317983e-03, 1.567876e-02, 2.306247e-03, 6.193390e-03, 5.691223e-03, 1.270296e-02, 7.941674e-03, 1.145684e-02, 1.339111e-02, 5.356445e-03, 1.510220e-02, 1.843138e-02, 2.600108e-02, 1.153124e-02, 1.629252e-02, 2.789815e-03, 6.844347e-03, 1.491621e-02, 3.496569e-02, 8.648427e-03, 1.173582e-02, 1.048971e-02, 6.118995e-03, 1.958450e-02, 3.760671e-02, 4.298175e-02, 1.422806e-02, 1.878476e-02, 3.217587e-03, 8.053267e-03, 1.004334e-02, 1.422806e-02, 7.978872e-03, 8.109063e-03, 1.301914e-02, 1.104767e-02, 1.794781e-02, 8.183458e-03, 1.047111e-02, 9.076199e-03, 1.182882e-02, 1.593914e-02, 6.862946e-03, 1.155542e-01, 1.774695e-01, 0
7.266006e-02, 1.414850e-02, 5.407180e-03, 9.207753e-03, 1.525412e-02, 7.635698e-03, 1.197181e-02, 4.647065e-03, 6.910134e-03, 3.645096e-03, 7.031061e-03, 1.105621e-02, 6.478250e-03, 8.395812e-03, 5.372629e-03, 7.462944e-03, 5.873614e-03, 7.428394e-03, 9.276855e-03, 1.069343e-02, 5.441730e-03, 7.497495e-03, 1.927927e-02, 9.276855e-03, 1.027882e-02, 1.345749e-02, 1.447673e-02, 8.102132e-03, 9.639637e-03, 5.355354e-03, 9.225029e-03, 1.159175e-02, 2.689770e-02, 8.620392e-03, 9.276855e-03, 1.325018e-02, 8.551290e-03, 1.471858e-02, 3.040459e-02, 2.216425e-02, 1.100439e-02, 1.373389e-02, 5.787237e-03, 1.093529e-02, 1.041703e-02, 1.214456e-02, 1.081436e-02, 8.136682e-03, 9.950593e-03, 1.159175e-02, 1.285285e-02, 6.875583e-03, 1.126352e-02, 1.532322e-02, 9.829665e-03, 1.392392e-02, 8.931348e-03, 1.079017e-01, 2.205196e-01, 1
6.265246e-02, 1.199459e-02, 5.889862e-03, 8.809515e-03, 1.598857e-02, 8.164916e-03, 1.114776e-02, 4.701778e-03, 9.125495e-03, 5.270542e-03, 7.975328e-03, 1.337226e-02, 9.024381e-03, 1.421909e-02, 9.441474e-03, 1.132471e-02, 5.283181e-03, 8.531453e-03, 9.049659e-03, 1.454771e-02, 9.176051e-03, 1.209570e-02, 1.587482e-02, 7.760462e-03, 1.147638e-02, 1.329643e-02, 1.836474e-02, 1.147638e-02, 1.335962e-02, 4.044541e-03, 7.596153e-03, 9.062299e-03, 1.741680e-02, 7.368647e-03, 1.056636e-02, 1.370088e-02, 8.076442e-03, 1.697443e-02, 2.391335e-02, 1.859225e-02, 1.038941e-02, 1.370088e-02, 5.953058e-03, 1.389047e-02, 1.223474e-02, 1.150166e-02, 9.719536e-03, 9.201330e-03, 1.310684e-02, 1.119832e-02, 1.169125e-02, 7.406565e-03, 1.102137e-02, 1.222210e-02, 1.088234e-02, 1.365032e-02, 9.390917e-03, 1.056889e-01, 2.104425e-01, 1
6.848925e-02, 1.124726e-02, 6.369534e-03, 8.632394e-03, 1.547126e-02, 7.274678e-03, 8.565346e-03, 5.514675e-03, 9.051442e-03, 4.995055e-03, 5.212960e-03, 1.265526e-02, 1.030859e-02, 1.386212e-02, 8.816775e-03, 7.727250e-03, 6.922677e-03, 1.004040e-02, 1.446555e-02, 1.944384e-02, 9.805729e-03, 1.061030e-02, 1.635964e-02, 7.928393e-03, 1.185068e-02, 1.805260e-02, 2.143851e-02, 1.205183e-02, 1.221945e-02, 5.263246e-03, 8.364203e-03, 1.193449e-02, 2.055013e-02, 6.168390e-03, 9.034680e-03, 1.265526e-02, 8.414489e-03, 1.347659e-02, 3.191472e-02, 1.902479e-02, 8.263632e-03, 1.220269e-02, 4.022863e-03, 8.632394e-03, 1.045944e-02, 1.022478e-02, 8.213346e-03, 6.252200e-03, 8.464775e-03, 9.755443e-03, 1.052649e-02, 8.732966e-03, 1.094554e-02, 1.377831e-02, 1.178364e-02, 1.364421e-02, 1.007392e-02, 1.006386e-01, 2.112003e-01, 1
5.538072e-02, 1.166718e-02, 4.451950e-03, 7.291986e-03, 1.558182e-02, 6.984955e-03, 1.431532e-02, 4.413571e-03, 6.729096e-03, 4.208883e-03, 8.584075e-03, 1.046464e-02, 6.332515e-03, 1.162880e-02, 7.624603e-03, 1.229403e-02, 4.439157e-03, 6.524409e-03, 8.609661e-03, 1.714256e-02, 8.443353e-03, 1.011923e-02, 1.509569e-02, 6.549995e-03, 1.001689e-02, 1.723212e-02, 1.720653e-02, 9.057415e-03, 1.242196e-02, 4.387985e-03, 8.059564e-03, 1.087401e-02, 2.722342e-02, 9.466789e-03, 1.144970e-02, 1.216610e-02, 7.138471e-03, 1.835790e-02, 3.715075e-02, 3.266042e-02, 1.262665e-02, 1.581210e-02, 3.978610e-03, 1.428973e-02, 1.361171e-02, 1.271620e-02, 8.648040e-03, 7.714154e-03, 1.225565e-02, 1.194862e-02, 1.540272e-02, 7.023334e-03, 8.724798e-03, 1.173114e-02, 8.827142e-03, 1.189745e-02, 7.471088e-03, 1.068340e-01, 1.987386e-01, 1
6.635959e-02, 1.153258e-02, 7.356101e-03, 9.281061e-03, 1.476376e-02, 9.573243e-03, 1.306223e-02, 5.688947e-03, 8.267020e-03, 6.445182e-03, 9.676366e-03, 9.813863e-03, 7.579534e-03, 1.335442e-02, 1.199663e-02, 1.057010e-02, 6.548304e-03, 6.892048e-03, 9.727927e-03, 1.792620e-02, 1.070760e-02, 9.538869e-03, 1.591530e-02, 7.063919e-03, 1.251225e-02, 1.670591e-02, 1.330285e-02, 8.524827e-03, 9.263874e-03, 7.287352e-03, 1.069041e-02, 1.361222e-02, 2.117457e-02, 1.110290e-02, 9.745115e-03, 1.230600e-02, 9.366997e-03, 1.883712e-02, 2.847911e-02, 1.906055e-02, 1.136071e-02, 1.168726e-02, 7.631095e-03, 1.686060e-02, 1.555437e-02, 1.132633e-02, 9.882612e-03, 1.081072e-02, 1.046697e-02, 1.115446e-02, 1.160133e-02, 1.101696e-02, 9.762302e-03, 1.264974e-02, 8.765447e-03, 9.727927e-03, 8.026399e-03, 8.983724e-02, 2.002647e-01, 1
4.915561e-02, 1.185188e-02, 5.709429e-03, 1.077735e-02, 1.374433e-02, 8.933010e-03, 1.666319e-02, 3.079242e-03, 6.511315e-03, 6.014145e-03, 1.132263e-02, 8.018860e-03, 4.843392e-03, 1.300659e-02, 1.130659e-02, 1.209244e-02, 4.153770e-03, 5.677353e-03, 8.179238e-03, 1.802640e-02, 1.058490e-02, 9.718859e-03, 1.379244e-02, 6.511315e-03, 1.055282e-02, 1.780187e-02, 1.515565e-02, 7.970747e-03, 8.756596e-03, 4.859429e-03, 1.104999e-02, 1.815470e-02, 2.798582e-02, 1.159527e-02, 1.265376e-02, 1.109810e-02, 9.590557e-03, 2.509903e-02, 4.735939e-02, 3.499431e-02, 1.529999e-02, 1.507546e-02, 7.008484e-03, 1.860376e-02, 2.009526e-02, 1.680753e-02, 8.916973e-03, 1.238112e-02, 1.491508e-02, 1.369621e-02, 1.278206e-02, 8.099049e-03, 9.702821e-03, 1.068112e-02, 7.682068e-03, 9.382067e-03, 6.703767e-03, 8.248200e-02, 1.653329e-01, 1
6.232223e-02, 1.321518e-02, 6.133545e-03, 7.855581e-03, 1.445350e-02, 6.965540e-03, 1.158988e-02, 4.450206e-03, 7.294468e-03, 4.991970e-03, 8.881063e-03, 1.122226e-02, 6.714007e-03, 1.166728e-02, 1.013873e-02, 1.124161e-02, 5.669176e-03, 6.965540e-03, 7.874930e-03, 1.271211e-02, 8.339299e-03, 1.019678e-02, 1.443415e-02, 6.346381e-03, 1.205425e-02, 1.408587e-02, 1.714297e-02, 9.906546e-03, 1.307974e-02, 4.972622e-03, 8.842366e-03, 1.269276e-02, 2.054834e-02, 7.700791e-03, 9.558269e-03, 1.269276e-02, 7.584699e-03, 1.681404e-02, 3.269934e-02, 2.660449e-02, 1.011938e-02, 1.389238e-02, 4.914575e-03, 1.474373e-02, 1.321518e-02, 1.157054e-02, 9.713058e-03, 9.887197e-03, 1.147379e-02, 1.087398e-02, 1.385368e-02, 8.629530e-03, 1.025482e-02, 1.352476e-02, 9.403479e-03, 1.387303e-02, 8.629530e-03, 1.056247e-01, 2.071474e-01, 1
6.085537e-02, 1.096964e-02, 5.985417e-03, 8.292524e-03, 1.321145e-02, 7.596039e-03, 1.157906e-02, 4.548917e-03, 5.854826e-03, 4.265970e-03, 6.616607e-03, 1.077375e-02, 7.051910e-03, 1.268908e-02, 1.123082e-02, 8.510175e-03, 6.834258e-03, 8.793122e-03, 8.531940e-03, 1.569268e-02, 1.009903e-02, 8.444880e-03, 1.567091e-02, 8.053107e-03, 8.488410e-03, 1.031668e-02, 1.597562e-02, 9.315486e-03, 9.511372e-03, 4.679508e-03, 8.444880e-03, 1.604092e-02, 4.257264e-02, 9.097834e-03, 8.227228e-03, 1.177495e-02, 7.748395e-03, 1.961040e-02, 4.046142e-02, 2.827294e-02, 9.968441e-03, 1.284144e-02, 5.593645e-03, 1.532267e-02, 1.662858e-02, 1.142671e-02, 8.945478e-03, 7.334857e-03, 1.105670e-02, 1.055610e-02, 1.238437e-02, 5.941887e-03, 9.663728e-03, 1.327674e-02, 1.051257e-02, 1.421265e-02, 9.641963e-03, 9.844379e-02, 1.935575e-01, 1
